Type,Name,postcode,district,state,latitude,longitude,no.of. Bed
Klinik Desa,KLINIK DESA PARIT HAJI WAHAB,34250,Kerian,Perak,5.088186,100.426717,0
Klinik Desa,KLINIK DESA PERMATANG BULOH,13200,Seberang Perai Utara,Pulau Pinang,5.47912,100.42729,0
Klinik Desa,KLINIK DESA BUKIT PINANG,5600,Kota Setar,Kedah,6.198305,100.429206,0
Klinik Desa,KLINIK DESA TAJAR UTARA,5300,Kota Setar,Kedah,6.077268,100.430181,0
Klinik Desa,KLINIK DESA TEROI,8800,Yan,Kedah,5.847882,100.432348,0
Klinik Desa,KLINIK DESA BUKIT TENGAH,14000,Seberang Perai Tengah,Pulau Pinang,5.34747,100.43446,0
Klinik Desa,KLINIK DESA TIKAM BATU,8500,Kuala Muda,Kedah,5.584444,100.435556,0
Klinik Desa,KLINIK DESA BUJANG,8400,Kuala Muda,Kedah,5.688389,100.435861,0
Klinik Desa,KLINIK DESA BUMBUNG LIMA,13200,Seberang Perai Utara,Pulau Pinang,5.5536,100.43595,0
Klinik Desa,KLINIK DESA PERMATANG PASIR,14000,Seberang Perai Tengah,Pulau Pinang,5.41531,100.43762,0
Klinik Desa,KLINIK DESA TELUK PIAL,34350,Kerian,Perak,5.054169,100.439758,0
Klinik Desa,KLINIK DESA BINJAL,6000,Kubang Pasu,Kedah,6.33524,100.44121,0
Klinik Desa,KLINIK DESA TRADISI LEMBAH KERIANG,6010,Kubang Pasu,Kedah,6.44551,100.44155,0
Klinik Desa,KLINIK DESA BATU 17,8800,Yan,Kedah,5.89031,100.44173,0
Klinik Desa,KLINIK DESA PAYA KELADI,13200,Seberang Perai Utara,Pulau Pinang,5.53833,100.44278,0
Klinik Desa,KLINIK DESA JURU,14000,Seberang Perai Tengah,Pulau Pinang,5.31584,100.44347,0
Klinik Desa,KLINIK DESA MALAU,6000,Kubang Pasu,Kedah,6.28858,100.44543,0
Klinik Desa,KLINIK DESA KG. TRADISI PAYA PAHLAWAN,6000,Kubang Pasu,Kedah,6.28573,100.446102,0
Klinik Desa,KLINIK DESA KOBAH,6700,Pendang,Kedah,5.973283,100.446847,0
Klinik Desa,KLINIK DESA BATU EMPAT,6100,Kubang Pasu,Kedah,6.3215,100.4483,0
Klinik Desa,KLINIK DESA BUKIT TAMBUN,14100,Seberang Prai Selatan,Pulau Pinang,5.2738,100.44931,0
Klinik Desa,KLINIK DESA POKOK SENA,13220,Seberang Perai Utara,Pulau Pinang,5.48474,100.45061,0
Klinik Desa,KLINIK DESA KAMPUNG DARAT,6010,Kubang Pasu,Kedah,6.39743,100.45083,0
Klinik Desa,KLINIK DESA LENGKUAS,5400,Kota Setar,Kedah,6.20713,100.451921,0
Klinik Desa,KLINIK DESA BUKIT INDRA MUDA,14400,Seberang Perai Tengah,Pulau Pinang,5.40739,100.45199,0
Klinik Desa,KLINIK DESA BUKIT PAYA,6700,Pendang,Kedah,6.008377,100.452768,0
Klinik Desa,KLINIK DESA PERMATANG RAWA,14000,Seberang Perai Tengah,Pulau Pinang,5.3691,100.45352,0
Klinik Desa,KLINIK DESA KAMPUNG RAMBAI,6660,Pendang,Kedah,6.02988,100.45454,0
Klinik Desa,KLINIK DESA DERANG,6400,Kota Setar,Kedah,6.201762,100.455572,0
Klinik Desa,KLINIK DESA TELAGA MAS,6350,Kota Setar,Kedah,6.16575,100.45843,0
Klinik Desa,KLINIK DESA PARIT TOK NGAH,34200,Kerian,Perak,5.077217,100.459197,0
Klinik Desa,KLINIK DESA LAHAR YOOI,13300,Seberang Perai Utara,Pulau Pinang,5.46652,100.46145,0
Klinik Desa,KLINIK DESA TANJUNG BEREMBANG,14300,Seberang Prai Selatan,Pulau Pinang,5.15018,100.46171,0
Klinik Desa,KLINIK DESA TITI HAJI IDRIS,6500,Kota Setar,Kedah,6.07527,100.46173,0
Klinik Desa,KLINIK DESA KEDAI DUA,34350,Kerian,Perak,5.026242,100.463278,0
Klinik Desa,KLINIK DESA BUKIT JAMBUL,6720,Pendang,Kedah,5.961169,100.463442,0
Klinik Desa,KLINIK DESA TITI SERONG,34200,Kerian,Perak,5.103675,100.464003,0
Klinik Desa,KLINIK DESA ALMA,14000,Seberang Perai Tengah,Pulau Pinang,5.33461,100.46703,0
Klinik Desa,KLINIK DESA PADANG IBU,14400,Seberang Perai Tengah,Pulau Pinang,5.42522,100.46774,0
Klinik Desa,KLINIK DESA CHANGKAT,14300,Seberang Prai Selatan,Pulau Pinang,5.20141,100.47099,0
Klinik Desa,KLINIK DESA SUNGAI PASIR,8500,Kuala Muda,Kedah,5.6029,100.47177,0
Klinik Desa,KLINIK DESA SEMELING,8100,Kuala Muda,Kedah,5.704353,100.471933,0
Klinik Desa,KLINIK DESA PADANG MENORA,13310,Seberang Perai Utara,Pulau Pinang,5.45527,100.47288,0
Klinik Desa,KLINIK DESA BUKIT TANGGA,6050,Kubang Pasu,Kedah,6.48897,100.47486,0
Klinik Desa,KLINIK DESA TUALANG,6400,Kota Setar,Kedah,6.11537,100.47522,0
Klinik Desa,KLINIK DESA JABI,6400,Kota Setar,Kedah,6.160412,100.475853,0
Klinik Desa,KLINIK DESA SUNGAI LAYAR HUJUNG,9310,Kuala Muda,Kedah,5.66628,100.47606,0
Klinik Desa,KLINIK DESA BUKIT JENUN,6720,Pendang,Kedah,5.905896,100.47637,0
Klinik Desa,KLINIK DESA POKOK ASAM,6720,Pendang,Kedah,5.583477,100.476994,0
Klinik Desa,KLINIK DESA GURUN,8300,Kuala Muda,Kedah,5.81979,100.47765,0
Klinik Desa,KLINIK DESA PERMATANG TINGGI,14000,Seberang Perai Tengah,Pulau Pinang,5.2983,100.47933,0
Klinik Desa,KLINIK DESA KAMPUNG KEDAH 3,34200,Kerian,Perak,5.115081,100.48015,0
Klinik Desa,KLINIK DESA PERMATANG BERANGAN,8000,Kuala Muda,Kedah,5.574806,100.48025,0
Klinik Desa,KLINIK DESA PERMATANG TOK MAHAT,14300,Seberang Prai Selatan,Pulau Pinang,5.13169,100.48036,0
Klinik Desa,KLINIK DESA VALDOR,14200,Seberang Prai Selatan,Pulau Pinang,5.24662,100.48054,0
Klinik Desa,KLINIK DESA TOBIAR,6700,Pendang,Kedah,6.0176,100.481025,0
Klinik Desa,KLINIK DESA KAMPUNG KEDAH,6700,Pendang,Kedah,5.872267,100.481156,0
Klinik Desa,KLINIK DESA NIBONG HANGUS,34300,Kerian,Perak,5.022842,100.481692,0
Klinik Desa,KLINIK DESA TOK BEDU,13300,Seberang Perai Utara,Pulau Pinang,5.50618,100.48229,0
Klinik Desa,KLINIK DESA KUBANG ULU,14000,Seberang Perai Tengah,Pulau Pinang,5.40866,100.48248,0
Klinik Desa,KLINIK DESA TANAH MERAH,6700,Pendang,Kedah,6.03031,100.48297,0
Klinik Desa,KLINIK DESA PARIT HAJI AMIN,34300,Kerian,Perak,5.06107,100.48497,0
Klinik Desa,KLINIK DESA BATU HAMPAR,82100,Pontian,Johor,5.98338,100.48845,0
Klinik Desa,KLINIK DESA PARIT JAWA,34300,Kerian,Perak,5.052025,100.497597,0
Klinik Desa,KLINIK DESA PERMATANG PASIR,34950,Bandar Baharu,Kedah,5.13565,100.49797,0
Klinik Desa,KLINIK DESA LEAN SENG,34350,Kerian,Perak,4.984953,100.5026,0
Klinik Desa,KLINIK DESA GAJAH MATI,6700,Pendang,Kedah,5.979626,100.502959,0
Klinik Desa,KLINIK DESA PINANG TUNGGAL,13210,Seberang Perai Utara,Pulau Pinang,5.55191,100.50374,0
Klinik Desa,KLINIK DESA WELLESLEY,14200,Seberang Prai Selatan,Pulau Pinang,5.2102,100.5061,0
Klinik Desa,KLINIK DESA MACANG BUBOK,14020,Seberang Perai Tengah,Pulau Pinang,5.33976,100.51293,0
Klinik Desa,KLINIK DESA SUNGAI BOGAK,34300,Kerian,Perak,5.051917,100.514011,0
Klinik Desa,KLINIK DESA BATU 3 ,8300,Kuala Muda,Kedah,5.81861,100.51716,0
Klinik Desa,KLINIK DESA SUNGAI LALANG,8100,Kuala Muda,Kedah,5.69975,100.517167,0
Klinik Desa,KLINIK DESA CHARUK KUDONG,6700,Pendang,Kedah,6.00356,100.51819,0
Klinik Desa,KLINIK DESA TASEK,14100,Seberang Prai Selatan,Pulau Pinang,5.28094,100.51885,0
Klinik Desa,KLINIK DESA SUNGAI LEMBU,14000,Seberang Perai Tengah,Pulau Pinang,5.39167,100.52214,0
Klinik Desa,KLINIK DESA KAMPUNG SELAMAT,13300,Seberang Perai Utara,Pulau Pinang,5.50437,100.52235,0
Klinik Desa,KLINIK DESA PARIT NIBONG,34950,Bandar Baharu,Kedah,5.11708,100.52514,0
Klinik Desa,KLINIK DESA PADANG PUSING,6750,Pendang,Kedah,5.964923,100.525892,0
Klinik Desa,KLINIK DESA PADANG LEMBU,8300,Kuala Muda,Kedah,5.836417,100.532056,0
Klinik Desa,KLINIK DESA PANTAI PERAI,8000,Kuala Muda,Kedah,5.56145,100.53246,0
Klinik Desa,KLINIK DESA SUNGAI DURI,14200,Seberang Prai Selatan,Pulau Pinang,5.20915,100.534,0
Klinik Desa,KLINIK DESA BUKIT TEMBAGA (FELDA),6300,Padang Terap,Kedah,6.21171,100.5346,0
Klinik Desa,KLINIK DESA JUNJUNG,9000,Kulim,Kedah,5.30258,100.53531,0
Klinik Desa,KLINIK DESA AYER MERAH,9000,Kulim,Kedah,5.35397,100.53593,0
Klinik Desa,KLINIK DESA PAYA RAWA,6700,Pendang,Kedah,6.034229,100.540031,0
Klinik Desa,KLINIK DESA SUNGAI LIMAU,9600,Kulim,Kedah,5.41553,100.54072,0
Klinik Desa,KLINIK DESA PAYA MAK INSUN,6700,Pendang,Kedah,5.89198,100.54164,0
Klinik Desa,KLINIK DESA NAI TEH ,6300,Padang Terap,Kedah,6.24633,100.54402,0
Klinik Desa,KLINIK DESA PERMATANG DURIAN,9400,Kulim,Kedah,5.48504,100.54407,0
Klinik Desa,KLINIK DESA AYER PUTEH,9700,Kulim,Kedah,5.28574,100.5443,0
Klinik Desa,KLINIK DESA GUAR LOBAK,9400,Kulim,Kedah,5.53412,100.54617,0
Klinik Desa,KLINIK DESA SUNGAI KECIL ILIR,34950,Bandar Baharu,Kedah,5.17456,100.5478,0
Klinik Desa,KLINIK DESA KELADI,9000,Kulim,Kedah,5.38965,100.54861,0
Klinik Desa,KLINIK DESA SUNGAI SELUANG,9600,Kulim,Kedah,5.44761,100.55151,0
Klinik Desa,KLINIK DESA RELAU,34950,Bandar Baharu,Kedah,5.23318,100.55489,0
Klinik Desa,KLINIK DESA KAMPUNG KEDAH,34300,Kerian,Perak,4.97108,100.55558,0
Klinik Desa,KLINIK DESA PADANG BALAI,6300,Padang Terap,Kedah,6.28235,100.55624,0
Klinik Desa,KLINIK DESA LUBUK SAGA,8000,Kuala Muda,Kedah,5.54992,100.558,0
Klinik Desa,KLINIK DESA MATANG JELUTONG,34300,Kerian,Perak,5.029958,100.559181,0
Klinik Desa,KLINIK DESA PERMATANG KERAT TELUNJUK,9800,Bandar Baharu,Kedah,5.11697,100.55981,0
Klinik Desa,KLINIK DESA BAGAN SAMAK,34950,Bandar Baharu,Kedah,5.09096,100.56185,0
Klinik Desa,KLINIK DESA BUKIT PAYONG,6400,Kota Setar,Kedah,6.145527,100.56203,0
Klinik Desa,KLINIK DESA KILANG LAMA,9000,Kulim,Kedah,5.3915,100.56318,0
Klinik Desa,KLINIK DESA PARIT HAJI TAIB,34300,Kerian,Perak,4.994417,100.563611,0
Klinik Desa,KLINIK DESA SIDAM KANAN,9400,Kulim,Kedah,5.52917,100.56769,0
Klinik Desa,KLINIK DESA SUNGAI PINANG KECIL,32300,Manjung,Perak,4.22514,100.57432,0
Klinik Desa,KLINIK DESA POKOK MACHANG,6300,Padang Terap,Kedah,6.22167,100.57749,0
Klinik Desa,KLINIK DESA KAMPUNG BARU,6750,Pendang,Kedah,5.964167,100.5775,0
Klinik Desa,KLINIK DESA BATU 8,9100,Baling,Kedah,5.80135,100.577818,0
Klinik Desa,KLINIK DESA KAMPONG TELUK KECIL,32300,Manjung,Perak,4.20487,100.5785,0
Klinik Desa,KLINIK DESA SUNGAI ULAR,9000,Kulim,Kedah,5.37454,100.58136,0
Klinik Desa,KLINIK DESA PARIT HAJI ALI,34300,Kerian,Perak,5.020569,100.583994,0
Klinik Desa,KLINIK DESA PENGKALAN TOK PUTIH,6300,Padang Terap,Kedah,6.31763,100.58915,0
Klinik Desa,KLINIK DESA PADANG CINA,9600,Kulim,Kedah,5.44021,100.59241,0
Klinik Desa,KLINIK DESA BATU 9,8500,Kuala Muda,Kedah,5.799025,100.593217,0
Klinik Desa,KLINIK DESA BATU 38,34300,Kerian,Perak,5.059616,100.594706,0
Klinik Desa,KLINIK DESA SUNGAI GEDUNG,34300,Kerian,Perak,4.978794,100.598261,0
Klinik Desa,KLINIK DESA AYER PUTEH,9800,Bandar Baharu,Kedah,5.18231,100.60091,0
Klinik Desa,KLINIK DESA SUNGAI PROTAN,34400,Kerian,Perak,4.91685,100.603439,0
Klinik Desa,KLINIK DESA BADLISHAH,9600,Kulim,Kedah,5.25789,100.6044,0
Klinik Desa,KLINIK DESA PASIR HITAM,34800,Larut & Matang,Perak,4.60896,100.60963,0
Klinik Desa,KLINIK DESA PADANG DURIAN,6750,Pendang,Kedah,6.033499,100.611979,0
Klinik Desa,KLINIK DESA SUNGAI KARANGAN,9410,Kulim,Kedah,5.51488,100.61303,0
Klinik Desa,KLINIK DESA NAKO NAMBUA,6300,Padang Terap,Kedah,6.2206,100.61561,0
Klinik Desa,KLINIK DESA PADANG LADANG,34400,Kerian,Perak,5.016733,100.616919,0
Klinik Desa,KLINIK DESA JALAN GULA,34400,Kerian,Perak,4.9511,100.61975,0
Klinik Desa,KLINIK DESA SUNGAI SEDIM,9400,Kulim,Kedah,5.79342,100.62131,0
Klinik Desa,KLINIK DESA BATU 3,32500,Manjung,Perak,4.279379,100.623745,0
Klinik Desa,KLINIK DESA TERAP,9600,Kulim,Kedah,5.28471,100.62579,0
Klinik Desa,KLINIK DESA BATU 8 SEGARI,32300,Manjung,Perak,4.357003,100.626413,0
Klinik Desa,KLINIK DESA SELINSING,34400,Kerian,Perak,4.929278,100.627686,0
Klinik Desa,KLINIK DESA PADANG MEHA,9410,Kulim,Kedah,5.49212,100.62773,0
Klinik Desa,KLINIK DESA KOTA BUKIT,8200,Sik,Kedah,5.87854,100.63002,0
Klinik Desa,KLINIK DESA CHANGKAT LOBAK,34300,Kerian,Perak,5.13044,100.63075,0
Klinik Desa,KLINIK DESA TEBOK MATAU,34400,Kerian,Perak,4.989758,100.632456,0
Klinik Desa,KLINIK DESA BATU PUTEH,9700,Kulim,Kedah,5.45628,100.63448,0
Klinik Desa,KLINIK DESA CHEMARA,8320,Sik,Kedah,5.79007,100.63467,0
Klinik Desa,KLINIK DESA PENGKALAN BARU,34900,Manjung,Perak,4.48093,100.63815,0
Klinik Desa,KLINIK DESA TANDOP BESAR,6350,Padang Terap,Kedah,6.19198,100.64326,0
Klinik Desa,KLINIK DESA SUNGAI KOB,9700,Kulim,Kedah,5.42759,100.64453,0
Klinik Desa,KLINIK DESA BATU BELACHAN,8010,Kuala Muda,Kedah,5.62443,100.64813,0
Klinik Desa,KLINIK DESA KUALA SIM,8010,Kuala Muda,Kedah,5.75321,100.64884,0
Klinik Desa,KLINIK DESA JENERI,8200,Sik,Kedah,5.89558,100.64907,0
Klinik Desa,KLINIK DESA BUKIT MERAH,34300,Kerian,Perak,5.049928,100.652142,0
Klinik Desa,KLINIK DESA TEBUK PANCHOR,34400,Kerian,Perak,5.015825,100.652186,0
Klinik Desa,KLINIK DESA KAMPUNG PANCHOR,34900,Manjung,Perak,4.52004,100.65236,0
Klinik Desa,KLINIK DESA KAMPUNG DATO' SRI KAMARUDDIN,32040,Manjung,Perak,4.18068,100.65253,0
Klinik Desa,KLINIK DESA KAMPUNG DEW,34400,Kerian,Perak,4.916144,100.657353,0
Klinik Desa,KLINIK DESA SUNGAI TENGAS,9800,Bandar Baharu,Kedah,5.29341,100.65755,0
Klinik Desa,KLINIK DESA TELOI KANAN (FELDA),9310,Baling,Kedah,5.71703,100.6583,0
Klinik Desa,KLINIK DESA BUKIT LADA,3650,Kota Setar,Kedah,6.188889,100.658333,0
Klinik Desa,KLINIK DESA PADANG NYIOR,6300,Padang Terap,Kedah,6.30217,100.65895,0
Klinik Desa,KLINIK DESA MATANG BATU,34750,Larut & Matang,Perak,4.84016,100.66094,0
Klinik Desa,KLINIK DESA SERIBU RELONG,9800,Bandar Baharu,Kedah,5.25603,100.66118,0
Klinik Desa,KLINIK DESA PERMATANG RAJA,34900,Larut & Matang,Perak,4.543303,100.665963,0
Klinik Desa,KLINIK DESA KURA BARU,8200,Padang Terap,Kedah,5.94556,100.6668,0
Klinik Desa,KLINIK DESA TELAGA NENAS,32500,Manjung,Perak,4.32257,100.66685,0
Klinik Desa,KLINIK DESA BELIDA,9310,Baling,Kedah,5.66086,100.6682,0
Klinik Desa,KLINIK DESA PADANG CHENDERAI,6300,Padang Terap,Kedah,6.32027,100.66885,0
Klinik Desa,KLINIK DESA BALIK BUKIT SEMANGGOL,34000,Kerian,Perak,4.955608,100.671581,0
Klinik Desa,KLINIK DESA KAMPUNG BARU,32000,Manjung,Perak,4.293653,100.671676,0
Klinik Desa,KLINIK DESA BERIS JAYA,8200,Sik,Kedah,5.801879,100.672562,0
Klinik Desa,KLINIK DESA SUNGAI TENGAS ULU,9800,Kulim,Kedah,5.285515,100.672584,0
Klinik Desa,KLINIK DESA JUBAI,9410,Kulim,Kedah,5.52714,100.67445,0
Klinik Desa,KLINIK DESA KUBU GAJAH,34100,Larut & Matang,Perak,5.16491,100.67614,0
Klinik Desa,KLINIK DESA AYER PUTIH,34700,Larut & Matang,Perak,4.8858,100.67747,0
Klinik Desa,KLINIK DESA HUJUNG MATANG,34750,Larut & Matang,Perak,4.79496,100.67929,0
Klinik Desa,KLINIK DESA LABU BESAR,9700,Kulim,Kedah,5.50248,100.67966,0
Klinik Desa,KLINIK DESA TELOI TIMUR (FELDA),9200,Sik,Kedah,5.71553,100.67976,0
Klinik Desa,KLINIK DESA SELAMA,9810,Bandar Baharu,Kedah,5.23563,100.68254,0
Klinik Desa,KLINIK DESA PADANG SANAI,6300,Padang Terap,Kedah,6.34214,100.6833,0
Klinik Desa,KLINIK DESA PEDU,6300,Padang Terap,Kedah,6.23424,100.68459,0
Klinik Desa,KLINIK DESA KAMPUNG BETONG,8200,Sik,Kedah,5.938869,100.685277,0
Klinik Desa,KLINIK DESA PASIR PANJANG LAUT,32000,Manjung,Perak,4.16871,100.68927,0
Klinik Desa,KLINIK DESA PADANG SERAI,34900,Manjung,Perak,4.51936,100.68974,0
Klinik Desa,KLINIK DESA BIKAN,9700,Kulim,Kedah,5.46897,100.69001,0
Klinik Desa,KLINIK DESA KAMPUNG PERAK BATU KURAU,34500,Larut & Matang,Perak,4.77513,100.69276,0
Klinik Desa,KLINIK DESA KAMPUNG PERAK MATANG,34750,Larut & Matang,Perak,4.77513,100.69276,0
Klinik Desa,KLINIK DESA TEMERLOH,34800,Larut & Matang,Perak,4.6517,100.69307,0
Klinik Desa,KLINIK DESA GUNUNG BONGSU,9600,Kulim,Kedah,5.3682,100.69386,0
Klinik Desa,KLINIK DESA BELUKAR LUAS,6350,Padang Terap,Kedah,6.18631,100.69543,0
Klinik Desa,KLINIK DESA CHAROK PELANDUK,8200,Sik,Kedah,5.79254,100.69859,0
Klinik Desa,KLINIK DESA KUALA TRONG,34800,Larut & Matang,Perak,4.71266,100.699566,0
Klinik Desa,KLINIK DESA MACHANG BUBUK,9020,Baling,Kedah,5.53196,100.70019,0
Klinik Desa,KLINIK DESA PAYA BESAR,9310,Baling,Kedah,5.62442,100.702,0
Klinik Desa,KLINIK DESA SUNGAI BATU,9800,Bandar Baharu,Kedah,5.31187,100.70214,0
Klinik Desa,KLINIK DESA KAMPUNG SITIAWAN,32000,Manjung,Perak,4.22392,100.70281,0
Klinik Desa,KLINIK DESA KAMPUNG KOH,32000,Manjung,Perak,4.1941,100.70464,0
Klinik Desa,KLINIK DESA KUALA MERAH,9310,Baling,Kedah,5.60586,100.7055,0
Klinik Desa,KLINIK DESA TEMBAK A,9300,Baling,Kedah,5.67514,100.7082,0
Klinik Desa,KLINIK DESA RUNGKUP,36100,Hilir Perak,Perak,3.94974,100.71389,0
Klinik Desa,KLINIK DESA TUPAI,8200,Sik,Kedah,5.75542,100.71613,0
Klinik Desa,KLINIK DESA PADANG GAJAH,34800,Larut & Matang,Perak,4.6156,100.71647,0
Klinik Desa,KLINIK DESA SUNGAI TIANG,36100,Hilir Perak,Perak,3.90843,100.71738,0
Klinik Desa,KLINIK DESA BATU HAMPAR,32700,Larut & Matang,Perak,4.53982,100.71897,0
Klinik Desa,KLINIK DESA SUNGAI RAMAI,33800,Manjung,Perak,4.30986,100.72042,0
Klinik Desa,KLINIK DESA TONG PLU,6300,Padang Terap,Kedah,6.22712,100.72109,0
Klinik Desa,KLINIK DESA SUNGAI TAKA,9800,Bandar Baharu,Kedah,5.28005,100.72203,0
Klinik Desa,KLINIK DESA CHANGKAT LARAH,34600,Larut & Matang,Perak,4.93389,100.72285,0
Klinik Desa,KLINIK DESA SUNGAI SENAM,8200,Sik,Kedah,5.91546,100.72558,0
Klinik Desa,KLINIK DESA BADANG,9020,Baling,Kedah,5.44608,100.7286,0
Klinik Desa,KLINIK DESA RANTAU PANJANG,34100,Larut & Matang,Perak,5.23892,100.72945,0
Klinik Desa,KLINIK DESA KAMPUNG PINANG,34600,Larut & Matang,Perak,4.88691,100.72966,0
Klinik Desa,KLINIK DESA CHAROK BERAS,9310,Baling,Kedah,5.64726,100.73032,0
Klinik Desa,KLINIK DESA KEJAI BARU,9020,Baling,Kedah,5.54831,100.7309,0
Klinik Desa,KLINIK DESA BELIA PONDOK TANJUNG,34010,Larut & Matang,Perak,5.00826,100.73092,0
Klinik Desa,KLINIK DESA PONDOK TANJUNG,34100,Larut & Matang,Perak,5.00826,100.73092,0
Klinik Desa,KLINIK DESA SUNGAI BALAI,36100,Hilir Perak,Perak,3.98387,100.73225,0
Klinik Desa,KLINIK DESA KAMPUNG BINJUL LUAR,9310,Baling,Kedah,5.589,100.73672,0
Klinik Desa,KLINIK DESA CHANGKAT IBOI,34850,Larut & Matang,Perak,4.76006,100.74027,0
Klinik Desa,KLINIK DESA PEKAN GURNEY,32010,Manjung,Perak,4.22217,100.74537,0
Klinik Desa,KLINIK DESA KUBANG KESUM,8200,Sik,Kedah,6.00559,100.74793,0
Klinik Desa,KLINIK DESA HUJUNG BANDAR,8200,Sik,Kedah,5.77636,100.74959,0
Klinik Desa,KLINIK DESA BAGAN BARU,34510,Larut & Matang,Perak,5.13361,100.75059,0
Klinik Desa,KLINIK DESA AIR TAWAR BATU 16,32400,Manjung,Perak,4.33724,100.75087,0
Klinik Desa,KLINIK DESA KAMPUNG RAJA HITAM,32400,Manjung,Perak,4.33724,100.75087,0
Klinik Desa,KLINIK DESA KAMPUNG CHONG,8200,Sik,Kedah,5.88731,100.75434,0
Klinik Desa,KLINIK DESA ULU BAKAI,9020,Baling,Kedah,5.52061,100.7558,0
Klinik Desa,KLINIK DESA SEPUTIH,9020,Baling,Kedah,5.53333,100.75606,0
Klinik Desa,KLINIK DESA FELCRA LEKIR,32000,Manjung,Perak,4.1947,100.75736,0
Klinik Desa,KLINIK DESA LANAI,9100,Baling,Kedah,5.70308,100.7578,0
Klinik Desa,KLINIK DESA BUKIT GANTANG,34850,Larut & Matang,Perak,4.78379,100.76046,0
Klinik Desa,KLINIK DESA NAMI,6300,Padang Terap,Kedah,6.05283,100.76122,0
Klinik Desa,KLINIK DESA TANAH HITAM,8200,Sik,Kedah,5.8553,100.76443,0
Klinik Desa,KLINIK DESA ULU MENGKUANG,34140,Larut & Matang,Perak,5.21299,100.76578,0
Klinik Desa,KLINIK DESA KAMPUNG CHEH,34850,Larut & Matang,Perak,4.75734,100.76729,0
Klinik Desa,KLINIK DESA FELDA IJOK,34120,Larut & Matang,Perak,5.16557,100.76786,0
Klinik Desa,KLINIK DESA BATU 10 LEKIR,32020,Manjung,Perak,4.12352,100.7692,0
Klinik Desa,KLINIK DESA KIJANG,9310,Baling,Kedah,5.650667,100.775269,0
Klinik Desa,KLINIK DESA SELEKOH,36200,Hilir Perak,Perak,3.90528,100.77733,0
Klinik Desa,KLINIK DESA KAMPUNG KEDAH,32700,Manjung,Perak,4.40833,100.77899,0
Klinik Desa,KLINIK DESA ANAK KURAU,34500,Larut & Matang,Perak,4.94269,100.78396,0
Klinik Desa,KLINIK DESA CHEPIR,8200,Sik,Kedah,5.8416,100.78451,0
Klinik Desa,KLINIK DESA SUNGAI TAWAR,9310,Baling,Kedah,5.57874,100.78641,0
Klinik Desa,KLINIK DESA BUKIT BERTAM,34110,Larut & Matang,Perak,4.951343,100.791379,0
Klinik Desa,KLINIK DESA KAMPUNG BANJAR,32700,Manjung,Perak,4.377583,100.791646,0
Klinik Desa,KLINIK DESA KAMPUNG KAYAN,32020,Manjung,Perak,4.0528,100.79224,0
Klinik Desa,KLINIK DESA LUBUK TUALANG,8200,Sik,Kedah,5.82048,100.79485,0
Klinik Desa,KLINIK DESA SUNGAI PERGAM,36100,Hilir Perak,Perak,3.9594,100.80601,0
Klinik Desa,KLINIK DESA KAMPUNG PADANG,9200,Baling,Kedah,5.67642,100.807,0
Klinik Desa,KLINIK DESA KAMPUNG DENDANG,32700,Manjung,Perak,4.49689,100.8088,0
Klinik Desa,KLINIK DESA JELAI,34520,Larut & Matang,Perak,5.01303,100.81042,0
Klinik Desa,KLINIK DESA ASAM JAWA,9100,Baling,Kedah,5.69622,100.8136,0
Klinik Desa,KLINIK DESA BAGAN PASIR LAUT,36300,Hilir Perak,Perak,3.89199,100.8148,0
Klinik Desa,KLINIK DESA KUALA PEGANG,9310,Baling,Kedah,5.63658,100.8148,0
Klinik Desa,KLINIK DESA BAGAN PASIR ,36200,Hilir Perak,Perak,3.890581,100.817279,0
Klinik Desa,KLINIK DESA BENDANG MAN,8200,Sik,Kedah,5.85681,100.81822,0
Klinik Desa,KLINIK DESA KAMPUNG REPOH,34500,Larut & Matang,Perak,4.9587,100.81873,0
Klinik Desa,KLINIK DESA SUNGAI SIPUTEH,34140,Larut & Matang,Perak,5.26345,100.82176,0
Klinik Desa,KLINIK DESA SUNGAI ARA,34520,Larut & Matang,Perak,5.07222,100.82316,0
Klinik Desa,KLINIK DESA BELANTIK,8100,Sik,Kedah,6.051832,100.825547,0
Klinik Desa,KLINIK DESA CHAROK KELIAN,9100,Baling,Kedah,5.69972,100.83466,0
Klinik Desa,KLINIK DESA KAMPUNG MASJID,34510,Larut & Matang,Perak,5.13262,100.8359,0
Klinik Desa,KLINIK DESA KAMPUNG MELAKA,8100,Sik,Kedah,6.00708,100.83597,0
Klinik Desa,KLINIK DESA KOTA AUR,8210,Sik,Kedah,6.10076,100.84031,0
Klinik Desa,KLINIK DESA TELUK RHU,45100,Sabak Bernam,Selangor,3.79449,100.84423,0
Klinik Desa,KLINIK DESA PARIT BARU BAROH,45200,Sabak Bernam,Selangor,3.83021,100.84451,0
Klinik Desa,KLINIK DESA KAMPUNG PISANG,9200,Baling,Kedah,5.60047,100.8579,0
Klinik Desa,KLINIK DESA LANEH,33700,Kuala Kangsar,Perak,4.82422,100.85825,0
Klinik Desa,KLINIK DESA BULOH AKAR,32800,Perak Tengah,Perak,4.52487,100.86501,0
Klinik Desa,KLINIK DESA SUNGAI DULANG,36300,Hilir Perak,Perak,3.95112,100.86652,0
Klinik Desa,KLINIK DESA IBOI,9200,Baling,Kedah,5.57603,100.8672,0
